"","JULDAY","TIME","D0cm","D1.5cm","D5cm","D10cm","D15cm","D20cm","D30cm","D50cm","D100cm","D200cm"
"93",105,1200,3.35977077484131,4.59811639785767,6.68094491958618,6.96888828277588,6.70415449142456,6.29577445983887,5.73428010940552,5.67796468734741,5.76300191879272,7.7416672706604
"94",105,1260,3.00981163978577,4.07749605178833,6.21204805374146,6.67740535736084,6.60665559768677,6.32060861587524,5.77993202209473,5.68010663986206,5.76620626449585,7.7416672706604
"95",105,1320,2.75194525718689,3.67539167404175,5.82508039474487,6.40200328826904,6.4813985824585,6.30971765518188,5.82049322128296,5.68302822113037,5.76940107345581,7.7416672706604
"96",105,1380,2.37441897392273,3.37750816345215,5.49758577346802,6.1483211517334,6.34312152862549,6.2717399597168,5.85402584075928,5.68659400939941,5.77259016036987,7.7416672706604
"97",135,0,12.0635404586792,12.0635404586792,12.0635404586792,12.0635404586792,12.0635404586792,12.0635404586792,12.0635404586792,12.0635404586792,12.0635404586792,7.7416672706604
"98",135,60,7.89020442962646,9.1721019744873,11.5891332626343,11.979868888855,12.0523557662964,12.0626630783081,12.0635280609131,12.0635089874268,12.0555295944214,7.7416672706604
"99",135,120,7.67065238952637,8.76663875579834,11.1282005310059,11.7650661468506,11.9882926940918,12.0511512756348,12.063063621521,12.0634126663208,12.0475568771362,7.7416672706604
"100",135,180,7.5506329536438,8.56599998474121,10.8081245422363,11.5395069122314,11.8833436965942,12.0190601348877,12.0607738494873,12.0632314682007,12.0396299362183,7.7416672706604
"101",135,240,7.46826553344727,8.42563438415527,10.5659341812134,11.3356428146362,11.7623558044434,11.9672584533691,12.0550765991211,12.0629177093506,12.0317459106445,7.7416672706604
"102",135,300,7.67407703399658,8.32090473175049,10.3749694824219,11.1564483642578,11.6387195587158,11.901349067688,12.0449380874634,12.0623931884766,12.023904800415,7.7416672706604
"103",135,360,8.49415493011475,8.85098457336426,10.2791194915771,11.0078716278076,11.5194644927979,11.8270692825317,12.0299634933472,12.061577796936,12.0161056518555,7.7416672706604
"104",135,420,10.3166551589966,10.0799503326416,10.3957643508911,10.9301500320435,11.417501449585,11.7502908706665,12.0102834701538,12.0603809356689,12.0083456039429,7.7416672706604
"105",135,480,12.8968362808228,11.8145914077759,10.7617444992065,10.9663009643555,11.3548135757446,11.6797142028809,11.9866409301758,12.0587320327759,12.0006217956543,7.7416672706604
"106",135,540,15.6294040679932,13.8679065704346,11.3589115142822,11.1386947631836,11.3526792526245,11.6268577575684,11.9605655670166,12.0565719604492,11.9929342269897,7.7416672706604
"107",135,600,18.2869033813477,15.9583206176758,12.132438659668,11.446907043457,11.4250726699829,11.603630065918,11.9344253540039,12.0538930892944,11.9852809906006,7.7416672706604
"108",135,660,20.7106437683105,17.7855682373047,12.9981184005737,11.8688039779663,11.5756750106812,11.6196632385254,11.9112348556519,12.0507383346558,11.9776592254639,7.7416672706604
"109",135,720,21.9510879516602,19.2320747375488,13.8576669692993,12.3645648956299,11.796971321106,11.6802263259888,11.894268989563,12.0472116470337,11.9700679779053,7.7416672706604
"110",135,780,22.7848854064941,19.9950275421143,14.6186456680298,12.8845691680908,12.0716581344604,11.7850675582886,11.8865947723389,12.0434770584106,11.9625062942505,7.7416672706604
"111",135,840,22.1290836334229,20.0912475585938,15.1912250518799,13.3743543624878,12.3750886917114,11.9283046722412,11.8906259536743,12.0397491455078,11.9549694061279,7.7416672706604
"112",135,900,21.0123748779297,19.3803157806396,15.5104360580444,13.7811002731323,12.6779861450195,12.0990123748779,11.9077186584473,12.0362720489502,11.9474639892578,7.7416672706604
"113",135,960,18.631031036377,18.0650749206543,15.538553237915,14.0608291625977,12.9501056671143,12.2824411392212,11.9379453659058,12.0332956314087,11.9399862289429,7.7416672706604
"114",135,1020,16.0937232971191,16.2252426147461,15.2783184051514,14.184552192688,13.1641492843628,12.4617958068848,11.9799823760986,12.0310564041138,11.932541847229,7.7416672706604
"115",135,1080,13.2075481414795,14.169508934021,14.7694158554077,14.1433057785034,13.2996292114258,12.6203641891479,12.0312309265137,12.0297412872314,11.9251317977905,7.7416672706604
